timestamp,비트코인,업비트,bitcoin,coinbase
2019-12-24,73,25,79,5
2020-01-01,49,10,60,4
2020-01-02,49,12,68,5
2020-01-03,53,17,73,5
2020-01-04,63,14,66,4
2020-01-05,66,10,66,4
2020-01-06,66,23,77,5
2020-01-07,69,24,91,6
2020-01-08,100,29,100,6
2020-01-09,87,18,79,5
2020-01-10,65,24,78,5
2020-01-11,65,17,71,5
2020-01-12,72,12,64,4
2020-01-13,48,13,68,5
2020-01-14,99,29,97,9
2020-01-15,96,32,97,7
2020-01-16,76,27,81,6
2020-01-17,81,30,87,7
2020-01-18,78,29,76,6
2020-01-19,78,28,85,6
2020-01-20,57,26,78,5
2020-01-21,72,28,74,5
2020-01-22,56,23,69,5
2020-01-23,52,21,72,5
2020-01-24,56,18,65,5
2020-01-25,62,13,62,4
2020-01-26,61,13,61,4
2020-01-27,71,22,74,5
2020-01-28,75,27,83,6
2020-01-29,75,27,85,6
2020-01-30,78,24,87,7
2020-01-31,76,30,79,6
2020-02-01,63,29,67,5
2020-02-02,73,18,67,6
2020-02-03,87,23,68,5
2020-02-04,81,29,71,5
2020-02-05,84,42,82,7
2020-02-06,82,33,84,6
2020-02-07,83,38,76,6
2020-02-08,85,29,74,6
2020-02-09,99,28,96,8
2020-02-10,86,32,86,6
2020-02-11,83,22,89,7
2020-02-12,100,50,100,10
2020-02-13,90,77,91,9
2020-02-14,81,49,81,8
2020-02-15,76,51,79,7
2020-02-16,81,39,77,7
2020-02-17,92,45,82,7
2020-02-18,78,46,79,7
2020-02-19,75,45,83,8
2020-02-20,71,40,84,7
2020-02-21,71,42,74,7
2020-02-22,64,25,64,5
2020-02-23,53,29,67,5
2020-02-24,72,36,78,6
2020-02-25,76,31,77,6
2020-02-26,80,25,87,6
2020-02-27,67,32,85,5
2020-02-28,53,31,85,6
2020-02-29,57,24,70,5
2020-03-01,28,14,28,2
2020-03-02,33,15,29,2
2020-03-03,30,11,29,2
2020-03-04,28,12,29,2
2020-03-05,33,13,31,2
2020-03-06,31,14,29,2
2020-03-07,33,12,25,2
2020-03-08,39,13,29,2
2020-03-09,39,14,49,2
2020-03-10,33,14,37,2
2020-03-11,42,15,34,2
2020-03-12,75,27,68,4
2020-03-13,100,39,100,5
2020-03-14,55,23,61,3
2020-03-15,48,18,52,3
2020-03-16,58,24,67,3
2020-03-17,61,22,56,3
2020-03-18,52,19,51,3
2020-03-19,68,30,57,3
2020-03-20,51,22,59,3
2020-03-21,55,17,47,3
2020-03-22,49,18,43,3
2020-03-23,53,15,45,3
2020-03-24,55,17,46,3
2020-03-25,46,15,43,2
2020-03-26,46,14,39,2
2020-03-27,39,16,36,2
2020-03-28,48,14,37,2
2020-03-29,33,11,34,2
2020-03-30,45,18,37,2
2020-03-31,37,16,34,2
2020-04-01,62,25,57,3
2020-04-02,77,30,65,4
2020-04-03,73,20,60,4
2020-04-04,66,16,56,4
2020-04-05,69,17,54,4
2020-04-06,71,26,63,5
2020-04-07,64,29,67,5
2020-04-08,79,28,61,4
2020-04-09,63,17,59,4
2020-04-10,69,30,64,4
2020-04-11,63,18,58,4
2020-04-12,55,15,59,4
2020-04-13,68,29,61,4
2020-04-14,58,19,57,4
2020-04-15,56,14,60,4
2020-04-16,50,19,61,4
2020-04-17,54,18,56,4
2020-04-18,57,24,55,4
2020-04-19,57,18,56,4
2020-04-20,59,17,57,4
2020-04-21,55,15,55,4
2020-04-22,48,14,57,4
2020-04-23,66,16,61,5
2020-04-24,65,21,64,5
2020-04-25,73,20,59,4
2020-04-26,63,20,61,5
2020-04-27,62,22,63,5
2020-04-28,66,21,63,5
2020-04-29,78,28,89,8
2020-04-30,100,35,100,7
2020-05-01,64,26,57,4
2020-05-02,67,18,51,4
2020-05-03,65,16,53,4
2020-05-04,59,16,53,4
2020-05-05,60,17,50,4
2020-05-06,64,21,55,4
2020-05-07,59,18,70,5
2020-05-08,76,15,79,5
2020-05-09,71,17,66,4
2020-05-10,100,23,85,6
2020-05-11,89,17,100,5
2020-05-12,73,12,76,4
2020-05-13,61,15,67,4
2020-05-14,57,21,64,4
2020-05-15,57,16,54,4
2020-05-16,53,10,50,3
2020-05-17,52,19,53,4
2020-05-18,56,16,54,4
2020-05-19,51,21,48,3
2020-05-20,43,18,48,3
2020-05-21,60,21,50,4
2020-05-22,40,18,46,3
2020-05-23,44,13,42,3
2020-05-24,46,21,44,3
2020-05-25,48,19,48,3
2020-05-26,50,22,45,3
2020-05-27,46,19,44,3
2020-05-28,49,18,43,3
2020-05-29,43,14,41,3
2020-05-30,57,20,39,3
2020-05-31,51,18,39,3
2020-06-01,72,31,71,6
2020-06-02,100,40,100,7
2020-06-03,92,40,80,5
2020-06-04,94,35,75,6
2020-06-05,79,41,73,5
2020-06-06,67,27,65,5
2020-06-07,82,31,69,5
2020-06-08,79,28,69,5
2020-06-09,74,34,68,5
2020-06-10,70,23,67,5
2020-06-11,75,34,74,6
2020-06-12,80,27,71,5
2020-06-13,66,18,66,4
2020-06-14,75,20,65,5
2020-06-15,98,39,71,5
2020-06-16,70,21,68,5
2020-06-17,65,32,67,5
2020-06-18,68,28,65,5
2020-06-19,68,38,65,4
2020-06-20,73,20,57,4
2020-06-21,73,30,55,5
2020-06-22,75,37,64,5
2020-06-23,66,38,66,5
2020-06-24,57,30,67,5
2020-06-25,74,29,65,5
2020-06-26,71,31,63,4
2020-06-27,60,20,58,4
2020-06-28,71,26,65,4
2020-06-29,66,25,62,5
2020-06-30,66,24,60,5
2020-07-01,53,24,52,4
2020-07-02,60,28,51,4
2020-07-03,52,18,50,4
2020-07-04,49,15,44,4
2020-07-05,53,24,47,4
2020-07-06,55,25,51,4
2020-07-07,53,31,48,5
2020-07-08,46,32,54,5
2020-07-09,52,27,53,6
2020-07-10,54,23,51,5
2020-07-11,42,26,46,4
2020-07-12,43,17,47,4
2020-07-13,59,25,51,5
2020-07-14,52,37,54,5
2020-07-15,50,27,60,5
2020-07-16,52,27,71,5
2020-07-17,57,23,55,5
2020-07-18,45,23,78,4
2020-07-19,48,16,50,4
2020-07-20,59,24,49,4
2020-07-21,62,24,52,4
2020-07-22,59,21,51,5
2020-07-23,49,30,56,5
2020-07-24,66,24,53,5
2020-07-25,55,32,57,5
2020-07-26,69,34,69,6
2020-07-27,95,47,95,8
2020-07-28,100,43,100,7
2020-07-29,86,50,83,7
2020-07-30,84,56,73,7
2020-07-31,80,44,77,7
2020-08-01,89,34,100,9
2020-08-02,100,59,100,9
2020-08-03,79,43,84,7
2020-08-04,78,41,75,7
2020-08-05,80,45,81,7
2020-08-06,76,48,84,7
2020-08-07,76,41,80,7
2020-08-08,63,36,72,7
2020-08-09,61,40,71,7
2020-08-10,76,50,81,7
2020-08-11,71,42,77,7
2020-08-12,64,34,74,7
2020-08-13,73,38,72,8
2020-08-14,77,46,70,8
2020-08-15,70,35,67,7
2020-08-16,62,35,70,8
2020-08-17,81,41,84,8
2020-08-18,70,42,85,8
2020-08-19,67,35,72,7
2020-08-20,74,39,69,7
2020-08-21,65,44,65,7
2020-08-22,66,33,61,6
2020-08-23,63,33,61,6
2020-08-24,78,38,63,6
2020-08-25,68,33,64,6
2020-08-26,65,37,61,6
2020-08-27,60,37,62,6
2020-08-28,57,34,58,5
2020-08-29,54,31,53,5
2020-08-30,60,31,56,6
2020-08-31,46,28,61,6
2020-09-01,76,61,79,8
2020-09-02,81,52,81,8
2020-09-03,92,49,96,8
2020-09-04,100,55,100,8
2020-09-05,87,46,90,7
2020-09-06,75,49,81,7
2020-09-07,82,48,84,6
2020-09-08,74,42,82,6
2020-09-09,80,46,77,6
2020-09-10,65,50,73,7
2020-09-11,86,40,67,6
2020-09-12,75,47,63,6
2020-09-13,79,42,67,5
2020-09-14,82,37,74,6
2020-09-15,73,52,77,6
2020-09-16,65,37,75,8
2020-09-17,76,44,68,8
2020-09-18,70,40,66,8
2020-09-19,72,46,62,6
2020-09-20,65,38,63,5
2020-09-21,72,30,70,6
2020-09-22,63,35,68,6
2020-09-23,62,35,63,6
2020-09-24,79,41,64,6
2020-09-25,59,30,62,6
2020-09-26,70,29,59,5
2020-09-27,60,29,55,5
2020-09-28,61,44,61,6
2020-09-29,73,49,65,6
2020-09-30,73,33,58,6
2020-10-01,48,28,50,5
2020-10-02,62,28,50,5
2020-10-03,55,26,45,4
2020-10-04,57,22,42,4
2020-10-05,54,27,50,5
2020-10-06,59,28,49,4
2020-10-07,53,24,46,4
2020-10-08,57,34,49,4
2020-10-09,56,48,51,5
2020-10-10,59,42,55,5
2020-10-11,57,26,51,4
2020-10-12,51,36,58,5
2020-10-13,56,33,53,4
2020-10-14,44,34,55,4
2020-10-15,62,29,54,5
2020-10-16,63,30,54,5
2020-10-17,54,23,49,4
2020-10-18,57,22,48,4
2020-10-19,70,35,57,4
2020-10-20,55,32,66,5
2020-10-21,88,39,96,6
2020-10-22,100,40,100,6
2020-10-23,77,31,82,5
2020-10-24,78,28,69,5
2020-10-25,75,36,70,5
2020-10-26,69,29,76,5
2020-10-27,80,40,88,6
2020-10-28,91,33,93,6
2020-10-29,67,32,78,5
2020-10-30,74,37,77,5
2020-10-31,67,26,80,6
2020-11-01,31,13,40,3
2020-11-02,38,16,42,3
2020-11-03,32,15,39,3
2020-11-04,32,14,37,2
2020-11-05,46,17,62,4
2020-11-06,55,25,65,4
2020-11-07,42,16,52,3
2020-11-08,42,17,48,3
2020-11-09,46,16,52,3
2020-11-10,39,19,44,3
2020-11-11,39,20,49,4
2020-11-12,43,19,54,4
2020-11-13,47,15,58,4
2020-11-14,41,10,50,3
2020-11-15,42,14,44,3
2020-11-16,48,18,53,5
2020-11-17,57,23,76,5
2020-11-18,100,28,91,6
2020-11-19,73,25,69,5
2020-11-20,70,27,76,5
2020-11-21,72,36,76,6
2020-11-22,72,38,67,6
2020-11-23,75,42,69,7
2020-11-24,87,65,94,11
2020-11-25,76,48,86,7
2020-11-26,84,52,100,8
2020-11-27,73,39,71,5
2020-11-28,57,32,60,5
2020-11-29,62,31,57,5
2020-11-30,65,39,81,6
2020-12-01,85,42,53,4
2020-12-02,63,42,41,3
2020-12-03,62,40,39,3
2020-12-04,47,30,40,3
2020-12-05,51,28,35,3
2020-12-06,55,30,33,3
2020-12-07,53,27,35,3
2020-12-08,52,25,34,3
2020-12-09,52,31,36,3
2020-12-10,44,24,33,3
2020-12-11,42,24,34,3
2020-12-12,46,27,29,3
2020-12-13,48,21,32,3
2020-12-14,39,22,31,2
2020-12-15,49,24,31,3
2020-12-16,57,29,61,4
2020-12-17,100,44,100,7
2020-12-18,80,44,69,6
2020-12-19,77,42,58,5
2020-12-20,80,39,58,5
2020-12-21,71,40,61,4
2020-12-22,72,36,50,4
2020-12-23,68,41,50,4
2020-12-24,58,38,46,4
2021-01-01,29,18,38,3
2021-01-02,41,19,68,4
2021-01-03,72,29,79,5
2021-01-04,66,35,69,5
2021-01-05,46,28,56,4
2021-01-06,49,29,60,6
2021-01-07,67,41,91,10
2021-01-08,70,41,87,6
2021-01-09,61,38,72,5
2021-01-10,67,37,71,5
2021-01-11,100,42,100,5
2021-01-12,64,32,77,4
2021-01-13,52,27,66,3
2021-01-14,56,29,70,4
2021-01-15,47,27,61,3
2021-01-16,44,27,50,3
2021-01-17,39,25,45,3
2021-01-18,36,24,43,3
2021-01-19,36,23,43,3
2021-01-20,36,24,40,3
2021-01-21,45,26,50,3
2021-01-22,57,29,54,3
2021-01-23,41,21,39,3
2021-01-24,38,22,35,3
2021-01-25,36,25,38,3
2021-01-26,31,18,36,2
2021-01-27,32,20,39,2
2021-01-28,32,22,39,4
2021-01-29,45,25,62,11
2021-01-30,40,26,43,6
2021-01-31,35,29,37,5
2021-02-01,28,30,38,5
2021-02-02,22,23,35,4
2021-02-03,23,22,36,4
2021-02-04,25,22,38,5
2021-02-05,19,20,36,5
2021-02-06,25,20,43,5
2021-02-07,23,21,39,5
2021-02-08,43,24,83,6
2021-02-09,66,32,100,7
2021-02-10,41,29,64,6
2021-02-11,40,29,61,6
2021-02-12,49,30,58,6
2021-02-13,37,32,48,6
2021-02-14,43,31,55,5
2021-02-15,41,27,55,5
2021-02-16,39,27,62,4
2021-02-17,56,47,69,5
2021-02-18,59,64,62,5
2021-02-19,61,60,68,6
2021-02-20,80,72,77,6
2021-02-21,71,60,67,6
2021-02-22,87,68,80,5
2021-02-23,100,58,98,5
2021-02-24,69,56,72,4
2021-02-25,52,48,59,5
2021-02-26,52,50,60,5
2021-02-27,46,44,50,4
2021-02-28,49,35,52,4
2021-03-01,59,51,85,6
2021-03-02,54,49,79,6
2021-03-03,50,55,77,5
2021-03-04,53,52,69,5
2021-03-05,44,43,69,4
2021-03-06,36,41,63,5
2021-03-07,41,39,65,5
2021-03-08,42,41,64,5
2021-03-09,51,51,81,6
2021-03-10,52,56,79,6
2021-03-11,50,59,71,5
2021-03-12,53,68,73,5
2021-03-13,66,80,100,7
2021-03-14,64,66,91,7
2021-03-15,72,77,79,6
2021-03-16,65,74,76,8
2021-03-17,70,85,69,9
2021-03-18,57,83,72,11
2021-03-19,56,81,63,7
2021-03-20,63,85,63,6
2021-03-21,57,74,61,6
2021-03-22,67,87,62,5
2021-03-23,65,84,65,5
2021-03-24,65,86,73,6
2021-03-25,63,73,77,5
2021-03-26,50,69,64,4
2021-03-27,47,60,60,5
2021-03-28,44,64,57,5
2021-03-29,51,76,65,5
2021-03-30,57,87,68,5
2021-03-31,65,100,65,5
2021-04-01,43,62,57,4
2021-04-02,48,75,53,6
2021-04-03,43,68,47,5
2021-04-04,42,58,45,4
2021-04-05,56,75,49,6
2021-04-06,53,82,47,6
2021-04-07,81,91,47,7
2021-04-08,54,72,45,6
2021-04-09,44,73,41,6
2021-04-10,45,66,48,7
2021-04-11,40,64,50,7
2021-04-12,39,66,46,10
2021-04-13,46,70,63,21
2021-04-14,46,76,69,73
2021-04-15,40,67,58,33
2021-04-16,54,97,62,25
2021-04-17,50,88,50,16
2021-04-18,76,100,95,14
2021-04-19,58,88,74,14
2021-04-20,66,91,68,12
2021-04-21,48,78,56,10
2021-04-22,69,80,65,10
2021-04-23,95,94,100,9
2021-04-24,64,68,69,7
2021-04-25,56,64,62,6
2021-04-26,51,69,65,7
2021-04-27,46,67,60,7
2021-04-28,47,65,55,7
2021-04-29,37,53,52,7
2021-04-30,34,59,52,7
2021-05-01,32,54,25,4
2021-05-02,35,55,24,3
2021-05-03,35,63,27,5
2021-05-04,42,76,28,6
2021-05-05,45,90,28,7
2021-05-06,43,80,26,7
2021-05-07,39,91,22,6
2021-05-08,35,73,26,6
2021-05-09,40,78,26,7
2021-05-10,34,75,27,7
2021-05-11,35,83,26,7
2021-05-12,42,77,27,6
2021-05-13,61,78,67,7
2021-05-14,41,74,42,7
2021-05-15,38,57,34,5
2021-05-16,39,53,36,5
2021-05-17,67,73,50,5
2021-05-18,37,58,39,5
2021-05-19,100,92,100,8
2021-05-20,72,74,77,5
2021-05-21,63,76,56,4
2021-05-22,63,67,51,3
2021-05-23,76,65,58,3
2021-05-24,71,69,54,4
2021-05-25,53,62,44,4
2021-05-26,42,54,38,4
2021-05-27,38,51,35,3
2021-05-28,44,48,36,3
2021-05-29,45,39,35,2
2021-05-30,40,40,32,2
2021-05-31,39,38,30,2
2021-06-01,62,74,72,8
2021-06-02,65,81,71,12
2021-06-03,61,75,71,12
2021-06-04,59,70,78,8
2021-06-05,53,53,69,5
2021-06-06,58,58,73,5
2021-06-07,59,65,69,5
2021-06-08,85,74,100,6
2021-06-09,82,69,88,5
2021-06-10,63,63,78,5
2021-06-11,62,83,66,5
2021-06-12,58,70,59,4
2021-06-13,60,54,59,4
2021-06-14,63,69,73,5
2021-06-15,49,61,63,7
2021-06-16,50,57,56,8
2021-06-17,44,54,52,7
2021-06-18,51,56,53,5
2021-06-19,49,45,49,4
2021-06-20,59,55,56,4
2021-06-21,78,65,78,5
2021-06-22,100,75,99,6
2021-06-23,71,67,73,5
2021-06-24,56,51,62,5
2021-06-25,48,53,63,5
2021-06-26,56,46,56,4
2021-06-27,47,44,53,4
2021-06-28,57,63,59,5
2021-06-29,48,60,58,6
2021-06-30,45,60,50,6
2021-07-01,63,82,60,5
2021-07-02,55,71,59,5
2021-07-03,59,68,53,4
2021-07-04,61,58,61,5
2021-07-05,63,70,59,5
2021-07-06,54,66,52,5
2021-07-07,52,66,52,5
2021-07-08,55,68,58,5
2021-07-09,53,60,54,5
2021-07-10,46,51,47,4
2021-07-11,49,48,46,4
2021-07-12,50,54,52,5
2021-07-13,51,55,51,5
2021-07-14,51,53,53,5
2021-07-15,49,56,54,5
2021-07-16,52,56,54,5
2021-07-17,47,48,50,4
2021-07-18,50,46,49,4
2021-07-19,51,49,59,4
2021-07-20,68,57,76,5
2021-07-21,62,56,71,5
2021-07-22,50,51,62,5
2021-07-23,44,47,54,4
2021-07-24,49,52,55,4
2021-07-25,48,54,54,4
2021-07-26,100,90,100,6
2021-07-27,66,66,75,5
2021-07-28,62,58,72,5
2021-07-29,53,60,60,4
2021-07-30,53,62,58,5
2021-07-31,49,59,61,5
2021-08-01,52,61,77,6
2021-08-02,52,61,77,6
2021-08-03,46,59,72,7
2021-08-04,55,62,72,6
2021-08-05,52,57,74,8
2021-08-06,53,58,80,7
2021-08-07,73,73,87,7
2021-08-08,65,68,88,7
2021-08-09,60,70,96,9
2021-08-10,57,69,94,10
2021-08-11,64,83,97,13
2021-08-12,66,94,91,10
2021-08-13,66,77,83,9
2021-08-14,67,81,84,8
2021-08-15,67,74,81,8
2021-08-16,67,82,80,9
2021-08-17,61,77,77,9
2021-08-18,57,79,79,9
2021-08-19,58,76,78,8
2021-08-20,66,73,83,11
2021-08-21,60,67,79,8
2021-08-22,54,63,79,8
2021-08-23,70,84,100,12
2021-08-24,73,100,83,12
2021-08-25,67,77,81,9
2021-08-26,56,72,76,8
2021-08-27,59,73,73,9
2021-08-28,55,64,68,9
2021-08-29,62,71,63,7
2021-08-30,54,70,70,8
2021-08-31,54,76,67,9
2021-09-01,44,69,53,7
2021-09-02,49,69,56,8
2021-09-03,52,71,57,8
2021-09-04,60,80,50,6
2021-09-05,56,87,53,7
2021-09-06,58,88,58,7
2021-09-07,87,100,100,10
2021-09-08,85,89,91,10
2021-09-09,56,73,66,11
2021-09-10,57,68,59,8
2021-09-11,47,59,52,6
2021-09-12,49,59,52,6
2021-09-13,55,69,55,6
2021-09-14,45,63,50,6
2021-09-15,44,63,53,6
2021-09-16,49,68,51,8
2021-09-17,47,67,49,8
2021-09-18,41,52,46,6
2021-09-19,42,52,42,6
2021-09-20,81,64,67,6
2021-09-21,72,62,68,7
2021-09-22,61,65,60,6
2021-09-23,50,66,54,6
2021-09-24,64,67,81,6
2021-09-25,64,51,59,5
2021-09-26,55,52,54,4
2021-09-27,53,55,50,5
2021-09-28,57,57,51,5
2021-09-29,50,49,49,5
2021-09-30,54,58,49,5
2021-10-01,61,64,53,5
2021-10-02,54,62,46,5
2021-10-03,48,53,43,5
2021-10-04,54,63,48,6
2021-10-05,61,88,55,8
2021-10-06,75,90,69,10
2021-10-07,61,74,64,12
2021-10-08,56,78,53,8
2021-10-09,59,71,50,6
2021-10-10,57,67,49,6
2021-10-11,68,72,59,8
2021-10-12,70,71,59,7
2021-10-13,56,67,52,7
2021-10-14,49,62,55,9
2021-10-15,86,100,78,9
2021-10-16,63,68,70,7
2021-10-17,56,55,59,6
2021-10-18,63,63,65,8
2021-10-19,64,63,80,9
2021-10-20,82,70,100,11
2021-10-21,84,76,86,10
2021-10-22,71,67,76,9
2021-10-23,55,52,59,7
2021-10-24,59,52,56,10
2021-10-25,58,62,62,11
2021-10-26,59,59,66,13
2021-10-27,72,84,67,26
2021-10-28,60,68,64,23
2021-10-29,52,67,60,18
2021-10-30,54,66,51,14
2021-10-31,59,72,48,13
2021-11-01,60,69,72,18
2021-11-02,57,77,78,20
2021-11-03,56,76,67,20
2021-11-04,49,73,70,19
2021-11-05,46,67,69,17
2021-11-06,45,55,59,15
2021-11-07,43,57,61,14
2021-11-08,57,68,89,17
2021-11-09,66,76,100,20
2021-11-10,58,66,93,18
2021-11-11,49,66,80,16
2021-11-12,54,69,78,15
2021-11-13,48,58,67,14
2021-11-14,54,58,71,13
2021-11-15,55,71,73,14
2021-11-16,78,77,96,14
2021-11-17,67,89,85,14
2021-11-18,75,97,86,14
2021-11-19,64,77,88,14
2021-11-20,52,66,69,14
2021-11-21,50,63,67,13
2021-11-22,58,71,76,14
2021-11-23,59,83,83,13
2021-11-24,61,93,81,17
2021-11-25,62,100,69,13
2021-11-26,71,91,88,12
2021-11-27,61,70,74,11
2021-11-28,59,67,71,9
2021-11-29,56,73,74,13
2021-11-30,57,77,76,14
2021-12-01,32,49,46,9
2021-12-02,32,43,43,8
2021-12-03,36,44,45,8
2021-12-04,100,68,100,9
2021-12-05,56,47,72,7
2021-12-06,59,57,69,7
2021-12-07,45,53,59,8
2021-12-08,38,46,53,7
2021-12-09,40,42,53,8
2021-12-10,39,38,52,7
2021-12-11,33,34,47,6
2021-12-12,34,32,44,6
2021-12-13,41,38,54,6
2021-12-14,39,41,60,8
2021-12-15,41,43,55,9
2021-12-16,33,42,52,8
2021-12-17,34,35,47,6
2021-12-18,27,31,44,6
2021-12-19,29,30,42,5
2021-12-20,35,33,47,6
2021-12-21,33,36,47,6
2021-12-22,29,36,43,7
2021-12-23,31,36,45,6
2021-12-24,27,37,48,7
2022-01-01,29,32,37,5
2022-01-02,31,42,35,6
2022-01-03,35,44,38,7
2022-01-04,37,46,76,13
2022-01-05,38,39,34,6
2022-01-06,48,42,49,6
2022-01-07,53,43,64,7
2022-01-08,41,36,54,6
2022-01-09,40,35,48,6
2022-01-10,46,41,53,6
2022-01-11,40,44,49,7
2022-01-12,34,42,44,7
2022-01-13,40,47,88,13
2022-01-14,35,41,33,5
2022-01-15,28,31,35,5
2022-01-16,30,32,63,10
2022-01-17,28,32,32,5
2022-01-18,35,36,35,5
2022-01-19,32,38,34,5
2022-01-20,35,39,36,6
2022-01-21,58,41,71,7
2022-01-22,100,53,95,7
2022-01-23,64,44,67,6
2022-01-24,84,46,100,9
2022-01-25,67,42,58,6
2022-01-26,54,45,57,6
